id,temperature,humidity,air_quality,created_at
9706,29,54.5,146,2026-03-03 14:39:51.349989
9707,29,54.5,150,2026-03-03 14:39:57.96269
9708,29,54.5,145,2026-03-03 14:40:04.481598
9709,29,54.5,143,2026-03-03 14:40:10.817087
9710,29,54.5,142,2026-03-03 14:40:17.176169
9711,29,54.5,143,2026-03-03 14:40:23.568828
9712,29,54.5,143,2026-03-03 14:40:29.90755
9713,29.1,54.4,139,2026-03-03 14:40:36.320472
9714,29.1,54.4,143,2026-03-03 14:40:42.788802
9715,29.1,54.4,141,2026-03-03 14:40:49.156806
9716,29.1,54.4,141,2026-03-03 14:40:55.778021
9717,29.1,54.4,138,2026-03-03 14:41:02.882067
9718,29.1,54.4,138,2026-03-03 14:41:09.803932
9719,29.2,54.4,136,2026-03-03 14:41:16.381636
9720,29.2,54.3,135,2026-03-03 14:41:23.796933
9721,29.2,54.3,135,2026-03-03 14:41:30.329058
9722,29.2,54.3,137,2026-03-03 14:41:36.841489
9723,29.2,54.3,137,2026-03-03 14:41:43.608445
9724,29.2,54.3,137,2026-03-03 14:41:49.969644
9725,29.2,54.2,135,2026-03-03 14:41:56.572567
9726,29.2,54.2,135,2026-03-03 14:42:03.066243
9727,29.2,54.3,139,2026-03-03 14:42:10.038496
9728,29.2,54.3,138,2026-03-03 14:42:17.055457
9729,29.2,54.3,139,2026-03-03 14:42:24.019137
9730,29.2,54.3,140,2026-03-03 14:42:35.302561
9731,29.2,54.3,142,2026-03-03 14:42:41.85216
9732,29.2,54.3,143,2026-03-03 14:42:48.19904
9733,29.2,54.3,142,2026-03-03 14:42:54.592151
9734,29.2,54.3,143,2026-03-03 14:43:00.995634
9735,29.2,54.3,141,2026-03-03 14:43:07.303568
9736,29.2,54.3,141,2026-03-03 14:43:13.66557
9737,29.2,54.3,143,2026-03-03 14:43:20.455309
9738,29.2,54.4,147,2026-03-03 14:43:26.798368
9739,29.2,54.4,144,2026-03-03 14:43:33.036265
9740,29.2,54.4,145,2026-03-03 14:43:39.439504
9741,29.1,54.4,147,2026-03-03 14:43:46.125918
9742,29.1,54.5,144,2026-03-03 14:43:52.452129
9743,29.1,54.4,145,2026-03-03 14:43:58.764905
9744,29.1,54.5,140,2026-03-03 14:44:05.075989
9745,29.1,54.4,142,2026-03-03 14:44:11.70715
9746,29.1,54.5,143,2026-03-03 14:44:17.971126
9747,29.1,54.5,143,2026-03-03 14:44:24.398788
9748,29.1,54.5,143,2026-03-03 14:44:30.732414
9749,29.1,54.5,140,2026-03-03 14:44:37.927994
9750,29.1,54.5,141,2026-03-03 14:44:46.289335
9751,29.1,54.5,141,2026-03-03 14:44:52.662765
9752,29.1,54.5,144,2026-03-03 14:44:59.183847
9753,29.1,54.5,140,2026-03-03 14:45:07.295916
9754,29.1,54.5,137,2026-03-03 14:45:14.156026
9755,29.1,54.5,145,2026-03-03 14:45:21.187288
9756,29.1,54.5,145,2026-03-03 14:45:27.707793
9757,29.1,54.5,143,2026-03-03 14:45:34.451914
9758,29.1,54.5,144,2026-03-03 14:45:40.975573
9759,29.1,54.5,142,2026-03-03 14:45:47.54151
9760,29.1,54.5,146,2026-03-03 14:45:54.698062
9761,29.1,54.5,143,2026-03-03 14:46:02.092257
9762,29.1,54.6,146,2026-03-03 14:46:09.246271
9763,29.1,54.6,146,2026-03-03 14:46:16.026682
9764,29.1,54.6,140,2026-03-03 14:46:23.164923
9765,29.1,54.6,144,2026-03-03 14:46:30.35183
9766,29.1,54.6,143,2026-03-03 14:46:37.114
9767,29.1,54.6,141,2026-03-03 14:46:44.301283
9768,29.1,54.6,141,2026-03-03 14:46:51.311632
9769,29.1,54.6,139,2026-03-03 14:46:58.173711
9770,29.1,54.6,134,2026-03-03 14:47:06.299562
9771,29.1,54.6,142,2026-03-03 14:47:13.339797
9772,29.1,54.6,143,2026-03-03 14:47:19.734565
9773,29.1,54.6,143,2026-03-03 14:47:26.46101
9774,29.1,54.6,137,2026-03-03 14:47:33.620824
9775,29.1,54.6,145,2026-03-03 14:47:40.146987
9776,29.1,54.7,141,2026-03-03 14:47:47.422571
9777,29.1,54.7,143,2026-03-03 14:47:54.345323
9778,29.1,54.7,143,2026-03-03 14:48:00.675296
9779,29.1,54.7,141,2026-03-03 14:48:07.37952
9780,29.1,54.7,139,2026-03-03 14:48:14.465089
9781,29.1,54.7,143,2026-03-03 14:48:21.361217
9782,29.1,54.7,136,2026-03-03 14:48:27.902741
9783,29.1,54.7,143,2026-03-03 14:48:34.930474
9784,29.1,54.7,137,2026-03-03 14:48:41.79417
9785,29.2,54.7,141,2026-03-03 14:48:48.16114
9786,29.2,54.7,140,2026-03-03 14:48:54.772036
9787,29.2,54.7,143,2026-03-03 14:49:01.343959
9788,29.2,54.7,141,2026-03-03 14:49:08.426676
9789,29.2,54.7,140,2026-03-03 14:49:15.362575
9790,29.2,54.7,140,2026-03-03 14:49:21.935843
9791,29.2,54.6,145,2026-03-03 14:49:28.496962
9792,29.2,54.6,145,2026-03-03 14:49:35.247256
9793,29.2,54.6,143,2026-03-03 14:49:41.818157
9794,29.3,54.4,143,2026-03-03 14:49:48.362913
9795,29.3,54.4,144,2026-03-03 14:49:55.313909
9796,29.3,54.4,139,2026-03-03 14:50:02.334781
9797,29.3,54.4,141,2026-03-03 14:50:08.646394
9798,29.3,54.4,141,2026-03-03 14:50:15.270354
9799,29.3,54.4,139,2026-03-03 14:50:21.76699
9800,29.3,54.4,135,2026-03-03 14:50:29.027559
9801,29.3,54.4,141,2026-03-03 14:50:36.528965
9802,29.3,54.4,141,2026-03-03 14:50:43.198555
9803,29.3,54.4,143,2026-03-03 14:50:49.600735
9804,29.3,54.4,147,2026-03-03 14:50:55.991037
9805,29.3,54.4,143,2026-03-03 14:51:02.528968
9806,29.3,54.4,144,2026-03-03 14:51:08.866152
9807,29.3,54.4,144,2026-03-03 14:51:15.524869
9808,29.3,54.4,144,2026-03-03 14:51:22.154386
9809,29.3,54.4,144,2026-03-03 14:51:28.69231
9810,29.3,54.4,146,2026-03-03 14:51:35.111349
9811,29.3,54.4,148,2026-03-03 14:51:41.425887
9812,29.3,54.5,147,2026-03-03 14:51:48.064153
9813,29.3,54.5,143,2026-03-03 14:51:54.635417
9814,29.3,54.5,144,2026-03-03 14:52:01.130598
9815,29.3,54.5,142,2026-03-03 14:52:07.507705
9816,29.3,54.5,137,2026-03-03 14:52:13.989077
9817,29.3,54.5,140,2026-03-03 14:52:20.345314
9818,29.3,54.5,140,2026-03-03 14:52:26.943766
9819,29.3,54.5,138,2026-03-03 14:52:34.854707
9820,29.3,54.5,141,2026-03-03 14:52:41.253367
9821,29.3,54.5,142,2026-03-03 14:52:47.963942
9822,29.3,54.5,141,2026-03-03 14:52:54.368189
9823,29.3,54.5,142,2026-03-03 14:53:00.794224
9824,29.3,54.6,142,2026-03-03 14:53:07.56813
9825,29.3,54.6,141,2026-03-03 14:53:14.020366
9826,29.3,54.6,144,2026-03-03 14:53:20.321841
9827,29.3,54.6,143,2026-03-03 14:53:36.825107
9828,29.3,54.7,140,2026-03-03 14:53:43.303365
9829,29.3,54.7,142,2026-03-03 14:53:50.0314
9830,29.3,54.7,141,2026-03-03 14:53:58.218465
9831,29.3,54.6,140,2026-03-03 14:54:05.000345
9832,29.3,54.6,139,2026-03-03 14:54:11.323453
9833,29.3,54.7,138,2026-03-03 14:54:17.644514
9834,29.3,54.7,138,2026-03-03 14:54:24.049117
9835,29.3,54.7,138,2026-03-03 14:54:30.957347
9836,29.3,54.7,139,2026-03-03 14:54:37.345343
9837,29.3,54.7,138,2026-03-03 14:54:43.711465
9838,29.3,54.7,135,2026-03-03 14:54:50.472862
9839,29.3,54.7,141,2026-03-03 14:54:56.900945
9840,29.3,54.7,137,2026-03-03 14:55:03.361141
9841,29.3,54.6,140,2026-03-03 14:55:09.91952
9842,29.3,54.6,140,2026-03-03 14:55:17.148352
9843,29.3,54.6,139,2026-03-03 14:55:24.200293
9844,29.3,54.7,134,2026-03-03 14:55:31.007639
9845,29.3,54.7,139,2026-03-03 14:55:37.566042
9846,29.3,54.7,137,2026-03-03 14:55:44.333808
9847,29.3,54.6,137,2026-03-03 14:55:51.372506
9848,29.3,54.6,140,2026-03-03 14:55:58.33314
9849,29.3,54.6,140,2026-03-03 14:56:04.913986
9850,29.3,54.6,139,2026-03-03 14:56:11.51204
9851,29.3,54.6,138,2026-03-03 14:56:18.303408
9852,29.3,54.6,137,2026-03-03 14:56:25.104687
9853,29.3,54.6,137,2026-03-03 14:56:31.992209
9854,29.3,54.6,135,2026-03-03 14:56:38.36932
9855,29.3,54.6,134,2026-03-03 14:56:45.3848
9856,29.3,54.6,138,2026-03-03 14:56:52.165473
9857,29.3,54.6,137,2026-03-03 14:56:58.768344
9858,29.3,54.7,136,2026-03-03 14:57:05.327989
9859,29.3,54.7,135,2026-03-03 14:57:11.827511
9860,29.3,54.7,138,2026-03-03 14:57:18.305159
9861,29.3,54.6,137,2026-03-03 14:57:24.702021
9862,29.3,54.7,136,2026-03-03 14:57:31.288699
9863,29.3,54.6,137,2026-03-03 14:57:37.764419
9864,29.3,54.6,135,2026-03-03 14:57:44.236467
9865,29.3,54.6,135,2026-03-03 14:57:50.672999
9866,29.3,54.6,135,2026-03-03 14:57:57.280151
9867,29.3,54.6,135,2026-03-03 14:58:03.550114
9868,29.3,54.6,137,2026-03-03 14:58:10.213561
9869,29.3,54.6,138,2026-03-03 14:58:16.809372
9870,29.3,54.6,135,2026-03-03 14:58:23.487407
9871,29.3,54.6,134,2026-03-03 14:58:29.952176
9872,29.3,54.6,138,2026-03-03 14:58:36.835883
9873,29.3,54.6,135,2026-03-03 14:58:43.528927
9874,29.3,54.6,136,2026-03-03 14:58:50.029576
9875,29.3,54.6,134,2026-03-03 14:58:57.245888
9876,29.3,54.6,137,2026-03-03 14:59:04.037731
9877,29.3,54.6,137,2026-03-03 14:59:11.176951
9878,29.3,54.6,136,2026-03-03 14:59:18.352897
9879,29.3,54.6,136,2026-03-03 14:59:25.179868
9880,29.3,54.6,136,2026-03-03 14:59:32.248061
9881,29.3,54.6,138,2026-03-03 14:59:39.191879
9882,29.3,54.6,136,2026-03-03 14:59:46.698417
9883,29.3,54.6,135,2026-03-03 14:59:53.597784
9884,29.3,54.6,137,2026-03-03 15:00:00.530797
9885,29.3,54.6,138,2026-03-03 15:00:07.675856
9886,29.3,54.6,135,2026-03-03 15:00:14.711938
9887,29.3,54.6,137,2026-03-03 15:00:21.38223
9888,29.3,54.6,135,2026-03-03 15:00:28.1924
9889,29.4,54.6,135,2026-03-03 15:00:34.742318
9890,29.3,54.6,136,2026-03-03 15:00:41.451544
9891,29.3,54.5,136,2026-03-03 15:00:48.621726
9892,29.3,54.5,137,2026-03-03 15:00:55.409745
9893,29.3,54.6,135,2026-03-03 15:01:02.440361
9894,29.3,54.6,137,2026-03-03 15:01:09.53213
9895,29.3,54.6,136,2026-03-03 15:01:16.324102
9896,29.3,54.6,135,2026-03-03 15:01:23.260198
9897,29.3,54.6,137,2026-03-03 15:01:29.598344
9898,29.3,54.6,137,2026-03-03 15:01:37.703074
9899,29.3,54.6,136,2026-03-03 15:01:44.354991
9900,29.3,54.6,135,2026-03-03 15:01:50.762036
9901,29.3,54.6,137,2026-03-03 15:01:57.900971
9902,29.3,54.6,137,2026-03-03 15:02:04.75746
9903,29.3,54.6,137,2026-03-03 15:02:11.613513
9904,29.3,54.6,138,2026-03-03 15:02:18.549819
9905,29.3,54.6,139,2026-03-03 15:02:25.143813
9906,29.3,54.6,137,2026-03-03 15:02:31.847493
9907,29.3,54.6,139,2026-03-03 15:02:38.426463
9908,29.3,54.6,139,2026-03-03 15:02:45.000049
9909,29.3,54.6,139,2026-03-03 15:02:51.996777
9910,29.3,54.6,139,2026-03-03 15:02:58.903853
9911,29.3,54.6,137,2026-03-03 15:03:05.501112
9912,29.3,54.6,136,2026-03-03 15:03:12.022273
9913,29.3,54.6,135,2026-03-03 15:03:18.614783
9914,29.3,54.7,136,2026-03-03 15:03:25.169978
9915,29.3,54.6,137,2026-03-03 15:03:32.282336
9916,29.3,54.6,137,2026-03-03 15:03:38.902451
9917,29.3,54.6,135,2026-03-03 15:03:45.601502
9918,29.3,54.6,137,2026-03-03 15:03:52.579919
9919,29.3,54.6,137,2026-03-03 15:03:59.528038
9920,29.3,54.6,138,2026-03-03 15:04:06.110875
9921,29.3,54.7,135,2026-03-03 15:04:13.25112
9922,29.3,54.6,139,2026-03-03 15:04:20.419915
9923,29.3,54.7,139,2026-03-03 15:04:27.065184
9924,29.3,54.7,139,2026-03-03 15:04:35.244426
9925,29.3,54.7,140,2026-03-03 15:04:42.341792
9926,29.3,54.8,138,2026-03-03 15:04:49.312465
9927,29.3,54.8,139,2026-03-03 15:04:57.006591
9928,29.3,54.8,137,2026-03-03 15:05:04.229283
9929,29.3,54.9,138,2026-03-03 15:05:11.260733
9930,29.3,54.9,138,2026-03-03 15:05:17.953723
9931,29.3,54.9,136,2026-03-03 15:05:24.792669
9932,29.3,54.9,137,2026-03-03 15:05:31.795038
9933,29.3,54.9,138,2026-03-03 15:05:38.429249
9934,29.3,54.9,137,2026-03-03 15:05:45.207034
9935,29.3,54.9,136,2026-03-03 15:05:51.621632
9936,29.3,55,138,2026-03-03 15:05:58.719764
9937,29.4,55,137,2026-03-03 15:06:05.803973
9938,29.3,55,138,2026-03-03 15:06:12.792405
9939,29.3,55,137,2026-03-03 15:06:20.33974
9940,29.3,55.1,135,2026-03-03 15:06:26.890181
9941,29.3,55.1,141,2026-03-03 15:06:33.977393
9942,29.3,55.1,139,2026-03-03 15:06:40.809994
9943,29.3,55.1,144,2026-03-03 15:06:47.523649
9944,29.3,55.1,144,2026-03-03 15:06:54.4122
9945,29.3,55.1,145,2026-03-03 15:07:00.943066
9946,29.3,55.1,149,2026-03-03 15:07:07.787627
9947,29.3,55.2,145,2026-03-03 15:07:14.277045
9948,29.3,55.2,143,2026-03-03 15:07:21.354894
9949,29.3,55.2,143,2026-03-03 15:07:27.978949
9950,29.3,55.2,142,2026-03-03 15:07:34.574413
9951,29.3,55.3,146,2026-03-03 15:07:40.928043
9952,29.3,55.4,143,2026-03-03 15:07:48.08946
9953,29.3,55.4,147,2026-03-03 15:07:54.541092
9954,29.3,55.4,147,2026-03-03 15:08:01.068338
9955,29.3,55.4,146,2026-03-03 15:08:07.521716
9956,29.3,55.4,146,2026-03-03 15:08:13.977558
9957,29.3,55.4,145,2026-03-03 15:08:20.907981
9958,29.3,55.4,143,2026-03-03 15:08:27.623348
9959,29.3,55.4,143,2026-03-03 15:08:34.011433
9960,29.3,55.4,146,2026-03-03 15:08:41.063982
9961,29.3,55.4,150,2026-03-03 15:08:48.08535
9962,29.3,55.4,152,2026-03-03 15:08:55.011084
9963,29.3,55.5,149,2026-03-03 15:09:01.850463
9964,29.3,55.5,149,2026-03-03 15:09:08.46738
9965,29.3,55.5,150,2026-03-03 15:09:15.211157
9966,29.3,55.6,150,2026-03-03 15:09:22.726918
9967,29.3,55.6,151,2026-03-03 15:09:29.6813
9968,29.3,55.6,151,2026-03-03 15:09:36.434072
9969,29.3,55.6,152,2026-03-03 15:09:42.779866
9970,29.3,55.6,150,2026-03-03 15:09:49.344646
9971,29.3,55.6,149,2026-03-03 15:09:56.690513
9972,29.3,55.6,151,2026-03-03 15:10:04.375662
9973,29.3,55.6,150,2026-03-03 15:10:10.947568
9974,29.3,55.6,150,2026-03-03 15:10:18.008839
9975,29.3,55.6,151,2026-03-03 15:10:25.80396
9976,29.3,55.7,154,2026-03-03 15:10:32.964649
9977,29.3,55.7,149,2026-03-03 15:10:39.881052
9978,29.3,55.7,153,2026-03-03 15:10:46.808023
9979,29.3,55.7,150,2026-03-03 15:10:53.786939
9980,29.3,55.7,147,2026-03-03 15:11:01.036886
9981,29.3,55.8,147,2026-03-03 15:11:08.181505
9982,29.3,55.8,147,2026-03-03 15:11:15.35391
9983,29.3,55.8,150,2026-03-03 15:11:22.111361
9984,29.3,55.8,142,2026-03-03 15:11:29.609679
9985,29.3,55.8,148,2026-03-03 15:11:36.998404
9986,29.3,55.8,147,2026-03-03 15:11:43.743959
9987,29.3,55.8,149,2026-03-03 15:11:50.454039
9988,29.3,55.8,153,2026-03-03 15:11:57.392745
9989,29.3,55.8,155,2026-03-03 15:12:04.542038
9990,29.3,55.8,150,2026-03-03 15:12:11.033766
9991,29.3,55.8,154,2026-03-03 15:12:17.623234
9992,29.3,55.9,153,2026-03-03 15:12:24.769642
9993,29.3,55.9,156,2026-03-03 15:12:31.81611
9994,29.3,55.9,156,2026-03-03 15:12:38.697192
9995,29.2,56.1,156,2026-03-03 15:12:45.850755
9996,29.2,56.1,156,2026-03-03 15:12:52.255459
9997,29.3,56,150,2026-03-03 15:12:59.209343
9998,29.3,56.1,148,2026-03-03 15:13:06.240161
9999,29.3,56.1,148,2026-03-03 15:13:12.705624
10000,29.3,56.2,141,2026-03-03 15:13:19.267207
10001,29.3,56.1,147,2026-03-03 15:13:26.265659
10002,29.3,56.2,150,2026-03-03 15:13:33.133782
10003,29.3,56.2,144,2026-03-03 15:13:40.656222
10004,29.3,56.2,142,2026-03-03 15:13:47.598109
10005,29.3,56.2,142,2026-03-03 15:13:54.466155
10006,29.3,56.2,140,2026-03-03 15:14:01.093388
10007,29.3,56.1,143,2026-03-03 15:14:08.182571
10008,29.3,56.1,135,2026-03-03 15:14:14.935385
10009,29.3,56.1,143,2026-03-03 15:14:21.487213
10010,29.3,56.1,145,2026-03-03 15:14:28.055634
10011,29.3,56.1,153,2026-03-03 15:14:34.818466
10012,29.3,56.1,147,2026-03-03 15:14:41.15674
10013,29.3,56.2,152,2026-03-03 15:14:47.780951
10014,29.3,56.2,148,2026-03-03 15:14:54.480234
10015,29.3,56.2,145,2026-03-03 15:15:01.000985
10016,29.3,56.2,149,2026-03-03 15:15:08.587716
10017,29.3,56.2,153,2026-03-03 15:15:16.016827
10018,29.3,56.2,148,2026-03-03 15:15:23.061738
10019,29.3,56.2,151,2026-03-03 15:15:30.332842
10020,29.3,56.2,149,2026-03-03 15:15:39.984575
10021,29.3,56.3,150,2026-03-03 15:15:47.205395
10022,29.3,56.4,150,2026-03-03 15:15:54.086605
10023,29.3,56.3,150,2026-03-03 15:16:01.111963
10024,29.3,56.4,144,2026-03-03 15:16:07.731801
10025,29.3,56.3,148,2026-03-03 15:16:14.557473
10026,29.3,56.4,147,2026-03-03 15:16:20.896667
10027,29.3,56.4,147,2026-03-03 15:16:27.734747
10028,29.3,56.4,145,2026-03-03 15:16:35.449908
10029,29.3,56.4,158,2026-03-03 15:16:42.17279
10030,29.3,56.4,155,2026-03-03 15:16:48.979487
10031,29.3,56.4,150,2026-03-03 15:16:56.283992
10032,29.3,56.4,149,2026-03-03 15:17:03.350847
10033,29.3,56.4,148,2026-03-03 15:17:10.395948
10034,29.3,56.4,146,2026-03-03 15:17:17.451026
10035,29.3,56.5,144,2026-03-03 15:17:24.658342
10036,29.3,56.5,145,2026-03-03 15:17:32.082288
10037,29.3,56.5,149,2026-03-03 15:17:38.755985
10038,29.3,56.5,147,2026-03-03 15:17:45.536094
10039,29.3,56.5,150,2026-03-03 15:17:53.089811
10040,29.3,56.5,145,2026-03-03 15:17:59.883648
10041,29.3,56.5,145,2026-03-03 15:18:08.021257
10042,29.3,56.6,145,2026-03-03 15:18:15.119999
10043,29.3,56.6,147,2026-03-03 15:18:21.947984
10044,29.3,56.6,146,2026-03-03 15:18:28.937295
10045,29.3,56.6,144,2026-03-03 15:18:35.678165
10046,29.3,56.6,142,2026-03-03 15:18:43.165909
10047,29.3,56.6,145,2026-03-03 15:18:49.912562
10048,29.3,56.6,146,2026-03-03 15:18:56.785481
10049,29.3,56.6,143,2026-03-03 15:19:04.116129
10050,29.3,56.7,143,2026-03-03 15:19:11.013278
10051,29.3,56.7,139,2026-03-03 15:19:17.647296
10052,29.3,56.7,141,2026-03-03 15:19:24.375329
10053,29.3,56.7,142,2026-03-03 15:19:31.576272
10054,29.3,56.7,143,2026-03-03 15:19:38.552149
10055,29.3,56.7,142,2026-03-03 15:19:45.20833
10056,29.3,56.6,157,2026-03-03 15:23:54.011904
10057,29.1,57.2,155,2026-03-03 15:24:03.58874
10058,29.1,57.2,164,2026-03-03 15:24:15.644482
10059,29.2,57.2,158,2026-03-03 15:24:22.630147
10060,29.2,57.2,158,2026-03-03 15:24:34.247163
10061,29.2,57.3,150,2026-03-03 15:24:46.309804
10062,29.2,57.4,149,2026-03-03 15:24:53.567034
10063,29.2,57.4,151,2026-03-03 15:25:00.304709
10064,29.2,57.4,147,2026-03-03 15:25:06.681677
10065,29.2,57.4,155,2026-03-03 15:25:13.209778
10066,29.2,57.4,152,2026-03-03 15:25:19.971641
10067,29.2,57.4,152,2026-03-03 15:25:26.851751
10068,29.2,57.4,150,2026-03-03 15:25:33.310661
10069,29.2,57.4,154,2026-03-03 15:25:39.768694
10070,29.2,57.3,156,2026-03-03 15:25:46.610966
10071,29.2,57.3,153,2026-03-03 15:25:53.558719
10072,29.2,57.4,148,2026-03-03 15:26:00.052922
10073,29.2,57.5,148,2026-03-03 15:26:06.860197
10074,29.2,57.5,145,2026-03-03 15:26:13.384853
10075,29.2,57.6,150,2026-03-03 15:26:20.23604
10076,29.2,57.6,150,2026-03-03 15:26:27.714489
10077,29.2,57.6,155,2026-03-03 15:26:34.501966
10078,29.2,57.6,148,2026-03-03 15:26:41.460237
10079,29.2,57.7,151,2026-03-03 15:26:47.8378
10080,29.2,57.7,151,2026-03-03 15:26:54.202977
10081,29.2,57.7,154,2026-03-03 15:27:01.579558
10082,29.2,57.7,153,2026-03-03 15:27:08.13776
10083,29.2,57.7,156,2026-03-03 15:27:14.685122
10084,29.2,57.7,150,2026-03-03 15:27:21.271795
10085,29.2,57.8,160,2026-03-03 15:27:27.990256
10086,29.2,57.8,155,2026-03-03 15:27:34.590793
10087,29.2,57.8,161,2026-03-03 15:27:41.267206
10088,29.2,57.8,160,2026-03-03 15:27:48.051632
10089,29.2,57.9,156,2026-03-03 15:27:54.992431
10090,29.2,57.9,162,2026-03-03 15:28:01.952245
10091,29.2,57.9,163,2026-03-03 15:28:08.756722
10092,29.2,57.9,167,2026-03-03 15:28:15.457634
10093,29.2,58,160,2026-03-03 15:28:22.02039
10094,29.2,58,157,2026-03-03 15:28:28.519606
10095,29.2,58,153,2026-03-03 15:28:35.160204
10096,29.2,58,156,2026-03-03 15:28:41.88534
10097,29.2,58.1,153,2026-03-03 15:28:48.960502
10098,29.2,58.1,154,2026-03-03 15:28:55.626755
10099,29.2,58.1,155,2026-03-03 15:29:02.39239
10100,29.2,58.1,152,2026-03-03 15:29:09.360042
10101,29.2,58.1,154,2026-03-03 15:29:17.712248
10102,29.2,58.1,152,2026-03-03 15:29:24.526968
10103,29.2,58.1,154,2026-03-03 15:29:31.285052
10104,29.2,58.1,151,2026-03-03 15:29:37.987948
10105,29.2,58.1,153,2026-03-03 15:29:46.542103
10106,29.2,58.1,150,2026-03-03 15:29:53.37578
10107,29.2,58.2,150,2026-03-03 15:29:59.940778
10108,29.2,58.1,148,2026-03-03 15:30:06.541678
10109,29.2,58.1,148,2026-03-03 15:30:13.068746
10110,29.2,58.1,149,2026-03-03 15:30:20.03279
10111,29.2,58.1,149,2026-03-03 15:30:27.252415
10112,29.2,58.2,151,2026-03-03 15:30:35.899059
10113,29.2,58.2,149,2026-03-03 15:30:42.34121
10114,29.2,58.2,147,2026-03-03 15:30:48.66828
10115,29.2,58.2,150,2026-03-03 15:30:56.924374
10116,29.2,58.2,147,2026-03-03 15:31:04.345927
10117,29.2,58.1,150,2026-03-03 15:31:11.520701
10118,29.2,58.1,147,2026-03-03 15:31:18.708185
10119,29.2,58.1,151,2026-03-03 15:31:25.107251
10120,29.2,58.1,150,2026-03-03 15:31:31.429052
10121,29.2,58.1,147,2026-03-03 15:31:37.771897
10122,29.2,58.1,146,2026-03-03 15:31:44.35234
10123,29.2,58.2,149,2026-03-03 15:31:50.981262
10124,29.2,58.5,147,2026-03-03 15:32:00.960724
10125,29.2,58.5,150,2026-03-03 15:32:08.363155
10126,29.3,58.4,146,2026-03-03 15:32:15.614567
10127,29.3,58.2,147,2026-03-03 15:32:22.265323
10128,29.3,58.1,146,2026-03-03 15:32:29.245201
10129,29.3,58.1,145,2026-03-03 15:32:36.77857
10130,29.3,58,150,2026-03-03 15:32:43.771845
10131,29.3,58,147,2026-03-03 15:32:50.544818
10132,29.3,58,147,2026-03-03 15:32:57.543488
10133,29.3,58,160,2026-03-03 15:33:04.276726
10134,29.3,58,166,2026-03-03 15:33:10.803074
10135,29.3,58,159,2026-03-03 15:33:17.774425
10136,29.3,58,159,2026-03-03 15:33:25.031632
10137,29.3,58,157,2026-03-03 15:33:32.198406
10138,29.3,58,162,2026-03-03 15:33:39.267139
10139,29.3,58.1,161,2026-03-03 15:33:45.873134
10140,29.2,58.2,161,2026-03-03 15:33:52.983925
10141,29.2,58.2,156,2026-03-03 15:33:59.806314
10142,29.2,58.2,153,2026-03-03 15:34:06.954422
10143,29.2,58.3,159,2026-03-03 15:34:13.681883
10144,29.2,58.3,158,2026-03-03 15:34:20.483734
10145,29.2,58.3,162,2026-03-03 15:34:27.971976
10146,29.2,58.3,164,2026-03-03 15:34:35.045619
10147,29.2,58.3,165,2026-03-03 15:34:41.73103
10148,29.2,58.3,163,2026-03-03 15:34:49.138452
10149,29.2,58.3,166,2026-03-03 15:34:56.081141
10150,29.2,58.3,165,2026-03-03 15:35:02.539109
10151,29.2,58.3,161,2026-03-03 15:35:09.600888
10152,29.2,58.3,166,2026-03-03 15:35:16.369803
10153,29.2,58.3,173,2026-03-03 15:35:26.017177
10154,29.2,58.3,164,2026-03-03 15:35:33.179026
10155,29.2,58.3,166,2026-03-03 15:35:40.666616
10156,29.2,58.3,167,2026-03-03 15:35:47.067575
10157,29.2,58.3,165,2026-03-03 15:35:53.787397
10158,29.2,58.3,165,2026-03-03 15:36:00.898333
10159,29.2,58.4,169,2026-03-03 15:36:07.420856
10160,29.2,58.4,167,2026-03-03 15:36:14.29569
10161,29.1,58.4,164,2026-03-03 15:36:24.483794
10162,29.2,58.4,164,2026-03-03 15:36:31.486781
10163,29.2,58.3,161,2026-03-03 15:36:38.085958
10164,29.2,58.4,163,2026-03-03 15:36:45.289385
10165,29.2,58.4,161,2026-03-03 15:36:52.349115
10166,29.2,58.4,160,2026-03-03 15:36:59.744798
10167,29.2,58.4,159,2026-03-03 15:37:08.28588
10168,29.2,58.4,156,2026-03-03 15:37:15.124198
10169,29.2,58.4,162,2026-03-03 15:37:22.04692
10170,29.2,58.5,157,2026-03-03 15:37:32.001828
10171,29.2,58.5,168,2026-03-03 15:37:39.304409
10172,29.1,58.5,163,2026-03-03 15:37:46.244113
10173,29.1,58.5,172,2026-03-03 15:37:53.239921
10174,29.1,58.5,165,2026-03-03 15:38:00.404897
10175,29.1,58.5,163,2026-03-03 15:38:07.201796
10176,29.1,58.5,162,2026-03-03 15:38:14.89923
10177,29.1,58.5,164,2026-03-03 15:38:22.064617
10178,29.1,58.5,162,2026-03-03 15:38:29.363388
10179,29.1,58.5,157,2026-03-03 15:38:38.171063
10180,29.1,58.5,165,2026-03-03 15:38:45.231613
10181,29.1,58.5,162,2026-03-03 15:38:51.795233
10182,29.1,58.5,162,2026-03-03 15:38:59.008142
10183,29.1,58.5,156,2026-03-03 15:39:06.181106
10184,29.1,58.5,161,2026-03-03 15:39:12.709198
10185,29.1,58.5,163,2026-03-03 15:39:20.355399
10186,29.1,58.5,161,2026-03-03 15:39:27.252163
10187,29.1,58.5,162,2026-03-03 15:39:34.224216
10188,29.1,58.5,156,2026-03-03 15:39:40.962385
